LIMIT_BAL,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,SEX_1,SEX_2,EDU_0,EDU_1,EDU_2,EDU_3,EDU_4,EDU_5,EDU_6,MARRIAGE_0,MARRIAGE_1,MARRIAGE_2,MARRIAGE_3,pay_bucket_0_count,pay_bucket_1_count,pay_bucket_2_count,pay_bucket_3_count,pay_bucket_4_count,pay_bucket_5_count,pay_bucket_6_count,pay_bucket_7_count,pay_bucket_8_count,pay_bucket_-2_count,pay_bucket_-1_count,pay_bucket_0_flag,pay_bucket_1_flag,pay_bucket_2_flag,pay_bucket_3_flag,pay_bucket_4_flag,pay_bucket_5_flag,pay_bucket_6_flag,pay_bucket_7_flag,pay_bucket_8_flag,pay_bucket_-2_flag,pay_bucket_-1_flag,pay_amt_total,bill_amt_total,pay_to_billed_ratio,zero_bill_amount,utilization_avg,utilization_max,group,default payment next month
20000,23,18497,15172,17488,17923,16838,18535,1900,2900,1000,800,2000,1000,1,0,0,0,1,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9600,104453,0.09190736503499182,0,0.8704416666666666,0.92675,T,0
260000,27,895,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,895,0.0,0,0.0005737179487179487,0.0034423076923076924,T,0
120000,30,170263,157881,160796,160168,156165,158850,5520,5700,5815,5500,5522,6000,0,1,0,1,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34057,964123,0.035324331024153555,0,1.3390597222222222,1.4188583333333333,T,0
20000,22,14542,14011,16899,16335,16509,17590,0,3132,0,742,1501,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,1,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5375,95886,0.056056150011471954,0,0.79905,0.8795,T,1
30000,35,3462,-334,-1170,-1560,-1950,-1620,0,0,0,0,1620,900,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,1,0,2520,-3172,-0.7944514501891551,0,-0.01762222222222222,0.1154,T,1
360000,36,150527,153900,0,0,0,0,7000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,1,0,7000,304427,0.022994018270389945,0,0.14093842592592593,0.4275,T,0
270000,30,172933,184761,164009,161843,151862,0,19028,0,3451,5004,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,3,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,27483,835408,0.03289769789132974,0,0.5156839506172839,0.6843,T,1
180000,38,21564,20939,22182,12382,-18,-18,0,2100,200,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3,0,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,2300,77031,0.029858109072970623,0,0.071325,0.12323333333333333,T,1
500000,36,45106,81264,18122,27229,21462,27911,81690,18225,27365,21570,28050,17397,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,194297,221094,0.8787981582494324,0,0.073698,0.162528,T,1
50000,28,96393,100459,96051,18051,18767,19462,5800,300,18000,1000,1000,1000,1,0,0,0,1,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,27100,349183,0.0776097347236263,0,1.1639433333333333,2.00918,T,0
110000,39,93111,91198,85136,80491,78967,80628,3226,3050,2765,2304,2400,1885,0,1,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15630,509531,0.030675268040609893,0,0.7720166666666666,0.8464636363636364,T,0
210000,45,115785,122904,129847,137277,145533,154105,10478,10478,11078,11078,11678,10478,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,2,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,65268,805451,0.08103286233426987,0,0.6392468253968254,0.7338333333333333,T,1
140000,27,776,0,776,380,1157,768,0,1552,380,1157,783,388,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,4260,3857,1.1044853513093078,0,0.004591666666666667,0.008264285714285714,T,0
100000,45,0,0,0,0,0,1505,0,0,0,0,1505,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,1,1505,1505,1.0,0,0.0025083333333333333,0.01505,T,0
90000,42,1367,2086,2987,5850,2720,4541,2086,2987,5856,2720,4541,11387,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,29577,19551,1.5128126438545344,0,0.03620555555555555,0.065,T,0
80000,30,35738,37108,41012,40052,41110,42071,1946,4850,0,1700,1800,1800,0,1,0,0,1,0,0,0,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,12096,237091,0.05101838534571114,0,0.4939395833333333,0.5258875,T,0
80000,40,5810,216,5741,6143,7039,26799,216,7741,500,1000,20000,1500,1,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,30957,51748,0.5982260183968463,0,0.10780833333333333,0.3349875,T,0
200000,39,5553,2294,359,0,353,342,2294,359,0,353,342,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,3348,8901,0.37613751263902934,0,0.0074175,0.027765,T,0
200000,44,75811,77554,79418,80608,81297,83602,4001,3501,3501,3001,4001,4001,1,0,0,1,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22006,478290,0.04600974304292375,0,0.398575,0.41801,T,0
20000,56,17768,18378,19077,19467,19155,19098,1600,1689,1469,547,500,547,1,0,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6352,112943,0.05624075861275157,0,0.9411916666666666,0.97335,T,0
640000,36,192325,68891,71564,32968,37541,42064,4000,4000,3000,5000,5000,3000,1,0,0,1,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24000,445353,0.0538898357033634,0,0.11597734375,0.3005078125,T,0
210000,30,0,855,855,855,855,599,855,0,0,0,599,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,1,1454,4019,0.3617815376959443,0,0.0031896825396825397,0.004071428571428571,T,0
230000,28,35610,38701,35043,35678,36730,35994,3706,0,1513,1730,2000,9000,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17949,217756,0.08242712026304672,0,0.1577942028985507,0.16826521739130434,T,1
20000,37,20009,20602,21255,19105,19609,19283,1700,1600,1200,1000,900,1000,1,0,0,0,1,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7400,119863,0.06173714991281713,0,0.9988583333333334,1.06275,T,0
300000,38,5256,2491,3523,6355,5055,-445,4000,2000,3000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,9000,22235,0.4047672588261749,0,0.012352777777777778,0.021183333333333332,T,0
400000,24,187790,176294,190256,89128,39276,23440,5519,44776,1502,2026,1015,52100,0,1,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,106938,706184,0.15143078857634837,0,0.2942433333333333,0.47564,T,0
50000,36,81793,84360,89215,93908,14308,14808,2682,5000,5000,1000,500,302,0,1,0,0,1,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14484,378392,0.038277764857607983,0,1.2613066666666668,1.87816,T,0
290000,45,95,-6,-6,1217,1055,176,6,0,1223,1276,0,1190,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,1,0,3695,2531,1.4598972738048202,0,0.0014545977011494252,0.004196551724137931,T,0
240000,35,32463,33444,33996,34539,35238,35910,1800,1400,1400,1400,1400,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7400,205590,0.03599396857823824,0,0.14277083333333335,0.149625,T,1
200000,43,830,-6,-6,657,2088,150,0,0,663,2088,150,594,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,3495,3713,0.9412873687045515,0,0.003094166666666667,0.01044,T,0
210000,34,1262,33414,1828,0,11854,30949,33414,1828,0,11854,30288,1460,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,78844,79307,0.9941619276986899,0,0.0629420634920635,0.1591142857142857,T,1
50000,60,52198,50062,50284,50740,30175,30407,0,2310,1766,1201,1232,1199,1,0,0,0,0,1,0,0,0,0,1,0,0,4,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,7708,263866,0.029211796896909795,0,0.8795533333333333,1.04396,T,0
280000,35,59188,146368,244092,210226,177595,153181,100000,101585,90762,50119,282,50436,1,0,0,1,0,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,393184,990650,0.39689496795033563,0,0.589672619047619,0.8717571428571429,T,0
20000,37,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,14400,0.0,0,0.12,0.12,T,1
430000,42,59648,52811,45441,39174,28261,25411,2035,1587,1161,1943,995,606,1,0,0,0,1,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8327,250746,0.03320890462858829,0,0.09718837209302325,0.13871627906976744,T,0
200000,45,197600,200378,162374,154234,143953,147834,10265,6061,7048,5016,10294,5136,1,0,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,43820,1006373,0.043542503624401686,0,0.8386441666666667,1.00189,T,0
50000,25,26339,27699,28513,29341,29928,29533,1800,1565,1393,980,994,1024,1,0,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7756,171353,0.04526328689897463,0,0.5711766666666667,0.59856,T,0
170000,37,170687,29570,31776,34228,36645,38885,3000,3000,3000,3000,3000,3000,0,1,0,0,1,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18000,341791,0.052663762357698124,0,0.3350892156862745,1.0040411764705883,T,0
420000,33,52018,60519,67083,69424,63523,60630,10000,10083,10094,10000,2500,5000,0,1,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,47677,373197,0.12775290262247552,0,0.14809404761904763,0.1652952380952381,T,0
170000,38,71712,70194,43210,23096,23397,27817,3332,7770,5000,3000,5000,25000,0,1,0,1,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,49102,259426,0.18927169982962386,0,0.2543392156862745,0.4218352941176471,T,0
50000,27,48603,48338,45090,19031,19534,19301,1963,1972,672,800,700,1000,1,0,0,0,1,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7107,199897,0.03555330995462663,0,0.6663233333333333,0.97206,T,1
20000,23,17229,17591,17750,17175,18716,18782,1300,2180,0,1818,1000,680,0,1,0,1,0,0,0,0,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6978,107243,0.06506718387214083,0,0.8936916666666666,0.9391,T,0
450000,44,8521,15934,7266,8331,8188,10455,16080,7299,8364,8266,10505,7268,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,57782,58695,0.9844450123519891,0,0.021738888888888887,0.035408888888888886,T,0
50000,36,16906,17645,18478,10279,10646,10776,1314,1147,348,512,435,190,0,1,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3946,84730,0.04657146229198631,0,0.2824333333333333,0.36956,T,0
180000,39,130374,129889,114559,113759,94665,97134,5812,6000,6100,4000,4000,4000,0,1,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29912,680380,0.04396366736235633,0,0.6299814814814815,0.7243,T,0
230000,32,44734,47178,29582,38426,42500,43531,10120,20000,10000,5000,5000,5000,1,0,0,1,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,55120,245951,0.22410968038349102,0,0.1782253623188406,0.20512173913043477,T,0
110000,28,10817,10988,8033,7262,9612,6747,3000,0,2000,5000,0,1646,1,0,0,0,1,0,0,0,0,0,0,1,0,4,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,11646,53459,0.21784919283937224,0,0.08099848484848485,0.09989090909090909,T,1
120000,27,11472,13485,11649,11435,11400,12661,2652,0,342,521,2000,3000,1,0,0,1,0,0,0,0,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,8515,72102,0.11809658539291559,0,0.10014166666666667,0.112375,T,0
110000,31,89955,89989,84229,79288,73315,63818,7908,4000,5000,3000,3000,3000,0,1,0,0,0,1,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25908,480594,0.053908288492989925,0,0.7281727272727273,0.8180818181818181,T,0
20000,40,14353,16580,16730,17930,18267,18604,3000,1800,2000,1000,1000,1000,1,0,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9800,102464,0.09564334790755778,0,0.8538666666666666,0.9302,T,0
20000,45,14064,12451,11176,6934,11203,7737,3000,1006,144,10000,308,2000,0,1,0,0,0,1,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,16458,63565,0.25891607016439866,0,0.5297083333333333,0.7032,T,1
50000,27,48292,47171,37779,28424,29133,27509,2300,1900,1500,1194,1000,1000,0,1,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8894,218308,0.040740605016765304,0,0.7276933333333333,0.96584,T,0
180000,32,0,0,1980,0,0,858,0,1980,0,0,858,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,2838,2838,1.0,0,0.002627777777777778,0.011,T,0
40000,35,21072,20454,19977,20650,0,0,1504,1427,1100,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,4031,82153,0.049066984772315074,0,0.34230416666666663,0.5268,T,0
190000,28,143464,146943,151905,153538,156664,160361,5795,7408,5645,5753,6370,5865,0,1,0,1,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36836,912875,0.04035163631384363,0,0.8007675438596492,0.8440052631578947,T,0
60000,24,52676,41956,29626,29804,28045,28629,1778,1794,1772,1200,1186,1513,0,1,0,0,1,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9243,210736,0.04386056487738213,0,0.5853777777777778,0.8779333333333333,T,0
210000,25,118408,120176,118191,104908,95946,118796,8600,5000,4000,3000,29066,5000,0,1,0,0,0,1,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,54666,676425,0.08081605499501053,0,0.5368452380952381,0.5722666666666667,T,1
410000,34,109256,15134,5063,1019,14585,5370,15000,4867,803,14436,5396,875,1,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,41377,150427,0.2750636521369169,0,0.06114918699186992,0.2664780487804878,T,1
70000,33,32405,22484,23169,23337,18265,18001,10580,8009,10004,5000,5000,5000,0,1,0,0,0,1,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,43593,137661,0.31666920914420205,0,0.32776428571428573,0.4629285714285714,T,0
50000,52,50717,36507,14890,0,0,0,1357,1000,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,2357,102114,0.023082045556926573,0,0.34038,1.01434,T,1
150000,52,88812,90649,92499,94364,97589,99921,2564,2616,2647,4000,3158,2215,1,0,0,0,0,1,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17200,563834,0.030505432449976413,0,0.6264822222222222,0.66614,T,1
200000,23,67821,4938,-849,107555,108177,110506,4938,473,110000,3899,4100,8000,0,1,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,131410,398148,0.3300531460662869,0,0.33179,0.55253,T,0
280000,30,204773,188704,185257,188344,179764,167051,8038,6000,5083,5000,5036,5000,1,0,0,0,1,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34157,1113893,0.03066452522818619,0,0.6630315476190477,0.7313321428571429,T,0
120000,49,38878,39917,32048,29131,30288,30192,2000,2000,2000,3000,3000,5000,1,0,0,0,1,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17000,200454,0.08480748700449979,0,0.2784083333333333,0.33264166666666667,T,0
380000,33,372926,354068,327342,247528,128386,128820,13248,9543,6106,3013,3398,6067,0,1,0,1,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41375,1559070,0.02653825678128628,0,0.6838026315789474,0.9813842105263157,T,0
100000,38,0,0,0,53,4009,316,0,0,53,4328,0,10401,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,1,1,14782,4378,3.3764275925079947,0,0.007296666666666667,0.04009,T,0
100000,38,1669,710,1824,1968,0,640,710,1824,1968,0,640,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,5142,6811,0.7549552194978711,0,0.011351666666666668,0.01968,T,0
50000,28,48198,45579,43670,16643,10021,9833,2195,1978,1144,341,345,510,0,1,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6513,173944,0.03744308513084671,0,0.5798133333333334,0.96396,T,0
120000,24,11296,12200,11761,6761,7189,1087,1400,1000,0,1000,1087,801,0,1,0,0,1,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,5288,50294,0.10514176641348869,0,0.06985277777777778,0.10166666666666667,T,0
110000,29,6467,6920,6242,6712,871,16391,1114,0,1000,0,16391,832,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,19337,43603,0.44347865972524825,0,0.06606515151515152,0.1490090909090909,T,0
20000,27,19667,15,15,41,10522,12340,0,0,26,19700,2000,2000,0,1,0,0,1,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,23726,42600,0.5569483568075118,0,0.355,0.98335,T,0
500000,32,33647,482,9034,64346,5988,16890,486,9041,64988,6000,16899,14028,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,111442,130387,0.8547017724159617,0,0.04346233333333334,0.128692,T,0
390000,35,245997,243904,244361,243287,247613,246330,10800,9110,10000,9200,9000,15000,0,1,0,1,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,63110,1471492,0.042888442478790235,0,0.628842735042735,0.6349051282051282,T,1
150000,32,994,10168,-4,5515,3673,6106,10290,0,5519,3,6134,3779,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,1,25725,26452,0.9725162558596704,0,0.029391111111111114,0.06778666666666666,T,0
30000,31,28933,30109,29349,29400,30000,0,1949,0,1000,600,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3,1,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3549,147791,0.024013640884762943,0,0.821061111111111,1.0036333333333334,T,0
200000,36,1762,881,24842,28367,28721,20139,4,24846,5004,1540,4,6411,1,0,0,0,0,1,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,37809,104712,0.36107609443043776,0,0.08726,0.143605,T,1
220000,39,184140,187089,189680,193561,205161,205477,7500,7100,7203,15000,3500,4500,1,0,0,1,0,0,0,0,0,0,0,1,0,3,0,2,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,44803,1165108,0.038453945900294224,0,0.8826575757575758,0.9339863636363637,T,1
200000,27,630,825,1890,1260,630,630,825,1890,0,0,630,1030,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,4375,5865,0.7459505541346974,0,0.0048875,0.00945,T,0
20000,27,1200,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,1,1,0,1200,0.0,0,0.01,0.06,T,0
200000,33,234069,8206,1892,8484,4602,67037,16412,1892,8484,4602,67037,9541,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,1,107968,324290,0.3329365691202319,0,0.27024166666666666,1.170345,T,0
260000,32,1249,0,0,0,1178,1692,0,0,0,1178,1692,810,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,3680,4119,0.8934207331876669,0,0.002640384615384615,0.006507692307692308,T,1
160000,41,46017,47188,46134,47063,50034,51063,2200,0,2000,3900,2000,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,10100,287499,0.03513055697585035,0,0.299478125,0.31914375,T,1
120000,24,79172,61300,0,0,0,0,2500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,2500,140472,0.017797141067258954,0,0.1951,0.6597666666666666,T,0
150000,27,30585,30138,0,0,0,0,6000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,1,1,6000,60723,0.09880934736426066,0,0.06747,0.2039,T,0
50000,54,48065,48968,47368,9515,9483,9292,2082,1672,500,500,355,264,0,1,0,0,0,1,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5373,172691,0.03111337591420514,0,0.5756366666666667,0.97936,T,0
370000,35,5886,4821,6823,26501,32774,32645,8190,6000,27011,15004,10000,10000,0,1,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,76205,109450,0.6962539972590224,0,0.049301801801801805,0.08857837837837838,T,0
500000,36,151630,150824,117130,146443,122439,83535,12074,10000,40561,12550,20803,65678,1,0,0,1,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,161666,772001,0.20941164583983699,0,0.2573336666666667,0.30326,T,0
130000,30,780,780,390,0,780,0,390,0,0,780,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,1170,2730,0.42857142857142855,0,0.0035,0.006,T,0
50000,42,44332,25913,19057,18788,18108,15256,8802,1500,2000,1000,2000,2000,0,1,0,0,0,1,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17302,141454,0.12231538167884966,0,0.47151333333333334,0.88664,T,0
90000,29,83683,65192,46273,46979,48139,44432,4000,3000,1700,2000,1591,2647,1,0,0,0,0,1,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14938,334698,0.044631279541556865,0,0.6198111111111111,0.9298111111111111,T,0
200000,30,75014,77044,80096,82269,85093,86870,3190,4195,4300,5000,3196,3231,0,1,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23112,486386,0.0475178150686903,0,0.40532166666666664,0.43435,T,0
50000,31,45194,22298,16055,17281,18996,18553,1500,1500,1500,2000,0,1000,1,0,0,0,0,1,0,0,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7500,138377,0.05419975863040823,0,0.46125666666666665,0.90388,T,0
240000,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0.0,0.0,T,0
